LM=47,
199,352
224,349
258,348
302,348
332,354
355,362
373,374
382,394
391,420
398,446
398,477
398,501
398,508
398,522
ID=Edworthia,
LM=47,
2018,1418
2057,1495
2065,1411
2108,1468
2177,1521
2217,1440
2183,1374
2141,1354
2156,1356
2173,1355
2191,1354
2208,1362
2221,1379
2229,1405
2232,1427
2235,1442
2234,1460
2228,1478
2227,1502
2227,1524
2220,1540
2205,1553
2189,1553
2173,1551
2162,1547
2146,1543
2135,1537
2116,1537
2098,1545
2080,1550
2064,1549
2045,1541
2034,1526
2021,1508
2016,1488
2009,1462
2004,1440
2001,1419
2006,1399
2024,1383
2044,1370
2063,1364
2086,1357
2105,1354
2114,1353
2122,1352
2131,1353
ID=Elphidotarsius,
LM=47,
385,66
149,241
461,300
265,458
168,584
316,708
476,637
528,386
518,426
516,470
522,514
530,556
528,606
520,644
493,682
456,705
421,720
380,737
336,752
288,753
241,709
166,698
134,674
112,629
116,565
146,461
125,417
112,357
66,314
46,268
57,228
85,192
126,157
164,132
209,109
254,90
300,68
336,52
370,40
401,41
426,56
438,84
450,117
468,152
504,208
530,257
536,325
ID=Escavadodon,
LM=47,
10,61
48,110
56,57
73,85
106,114
128,64
109,35
60,19
71,20
82,21
91,20
103,19
114,20
123,26
128,33
133,43
136,53
136,62
137,74
135,85
134,98
129,112
121,122
108,128
96,126
84,123
71,122
58,123
46,127
36,128
28,122
20,116
15,108
11,98
8,87
7,77
5,68
5,59
8,52
11,43
16,38
22,31
27,27
33,22
38,20
44,18
50,17
ID=Eudaemonema,
LM=47,
819,97
943,280
806,309
908,357
935,416
863,466
802,403
770,357
765,385
762,416
767,445
783,465
803,476
822,489
843,495
875,496
901,486
920,474
949,468
969,454
985,436
989,414
989,402
985,386
981,368
977,352
977,338
983,316
997,294
1007,271
1008,246
1008,222
1002,202
993,181
967,158
944,144
909,125
876,102
848,80
827,73
803,78
772,106
777,160
784,210
761,232
747,276
749,315
ID=Ictidopappus,
LM=47,
281,206
348,317
344,137
410,279
501,317
538,188
510,108
398,106
422,104
447,101
469,94
495,93
516,97
528,107
535,129
539,153
544,179
546,216
549,248
552,289
543,314
526,336
504,348
470,352
452,353
435,354
418,357
398,361
376,365
344,365
313,357
288,347
273,332
270,311
270,285
267,256
266,227
265,204
265,185
270,167
278,145
288,134
303,132
321,125
343,117
356,115
370,113
ID=Ignacius,
LM=47,
281,182
352,102
379,204
389,110
441,83
489,116
489,145
411,204
435,198
454,190
481,177
500,158
507,140
511,117
509,99
501,80
485,65
473,53
465,46
457,38
448,34
439,34
430,35
423,38
417,43
400,54
385,58
370,47
351,34
331,27
312,25
293,26
279,32
264,46
253,71
251,92
251,116
251,144
252,162
261,184
265,198
283,207
302,212
331,214
371,225
390,227
401,222
ID=Jepsenella,
LM=47,
2269,1318
2130,1140
2101,1320
2028,1161
1902,1142
1841,1262
1933,1394
2042,1454
2014,1452
1972,1457
1924,1452
1882,1438
1840,1405
1820,1374
1809,1318
1802,1264
1800,1216
1800,1174
1800,1133
1809,1102
1834,1062
1856,1038
1900,1018
1940,1012
1981,1008
2022,1002
2054,1001
2077,1005
2109,992
2154,988
2213,992
2249,1005
2284,1052
2304,1096
2314,1145
2321,1216
2328,1273
2332,1341
2324,1390
2300,1434
2256,1468
2196,1485
2145,1482
2121,1474
2098,1466
2081,1460
2061,1454
ID=Mioclaenus,
LM=47,
1355,136
1100,279
1367,347
1114,395
1019,585
1199,682
1373,573
1413,383
1407,425
1409,463
1418,506
1420,554
1420,598
1402,632
1369,663
1326,678
1283,689
1229,707
1166,708
1110,697
1048,683
997,654
967,616
951,574
950,514
956,456
966,398
966,349
962,311
968,265
980,222
1002,178
1030,145
1068,125
1106,116
1148,106
1183,97
1224,95
1270,91
1303,91
1337,98
1369,108
1413,133
1425,168
1430,230
1429,288
1424,332
ID=Palaechthon,
LM=47,
317,145
389,237
417,117
454,234
565,275
631,172
593,95
465,75
493,75
525,72
559,61
585,56
611,61
635,76
646,105
650,156
650,195
656,224
664,251
664,283
651,309
624,315
587,311
553,306
517,309
472,315
431,310
406,287
377,285
350,283
331,267
319,242
313,213
309,184
304,169
301,150
302,131
312,120
329,108
347,99
362,92
381,85
395,81
406,77
415,74
427,71
439,70
ID=Palenochtha,
LM=47,
417,547
223,613
434,623
252,766
189,910
321,1006
449,956
512,727
508,767
501,810
496,851
497,896
499,941
499,983
476,1017
443,1034
406,1046
356,1044
308,1041
247,1041
197,1027
165,1015
130,987
110,927
105,859
100,797
103,732
112,692
129,636
136,603
151,572
170,547
199,533
226,523
271,515
306,514
343,511
380,511
415,516
445,533
465,553
479,569
490,592
497,613
503,632
508,652
512,680
ID=Paromomys,
LM=47,
843,937
886,958
911,912
950,994
1041,1010
1064,967
1040,890
953,891
974,890
991,884
1009,883
1022,884
1042,877
1056,874
1078,885
1090,908
1100,937
1103,967
1103,996
1099,1014
1085,1027
1059,1041
1036,1047
1011,1044
985,1042
966,1044
952,1038
936,1042
915,1037
895,1026
875,1014
859,1006
845,996
835,986
828,975
823,966
825,955
827,940
837,931
845,925
858,918
872,914
883,912
889,913
897,906
912,900
933,898
ID=Picrodus,
LM=47,
191,353
304,410
169,421
292,483
332,582
227,637
141,577
115,478
120,508
113,544
110,580
120,615
132,636
157,642
182,643
206,645
229,650
252,641
280,629
318,620
342,615
359,607
366,588
362,564
355,539
346,518
331,492
336,469
361,453
371,432
374,405
362,387
345,370
321,350
304,341
280,329
263,329
237,322
213,321
187,327
159,344
141,364
133,378
124,400
119,419
115,436
115,451
ID=Torrejonia,
LM=47,
774,133
683,266
681,111
601,255
493,304
398,204
446,98
623,39
591,47
552,47
521,47
488,46
463,45
432,51
411,57
393,72
387,93
387,119
383,149
375,176
374,219
382,254
403,278
435,311
474,341
524,348
571,348
613,349
653,349
691,343
723,333
754,316
777,299
796,274
802,241
805,210
805,181
805,151
799,123
783,97
763,77
748,65
730,57
715,50
700,45
683,41
659,37
ID=Premnoides,
LM=47,
102,179
112,214
123,172
139,209
163,227
183,190
176,160
135,153
143,154
150,155
157,154
163,151
170,150
177,153
183,157
186,164
187,178
187,188
186,199
186,209
189,220
189,230
187,239
181,247
174,251
163,250
153,245
141,246
132,247
122,244
113,237
107,230
101,224
97,215
97,206
97,195
95,188
95,181
97,176
101,169
105,165
109,162
112,159
117,157
121,155
124,155
129,153
ID=Pronothodectes,
LM=47,
2334,1333
2254,1789
2182,1355
2042,1631
1822,1835
1614,1593
1688,1383
1986,1217
1930,1247
1854,1243
1792,1243
1726,1243
1662,1259
1614,1275
1558,1319
1532,1369
1520,1429
1524,1505
1528,1577
1528,1653
1562,1741
1610,1821
1668,1899
1754,1959
1852,1971
1942,1955
2040,1929
2100,1937
2168,1955
2226,1955
2290,1953
2362,1903
2424,1835
2452,1775
2476,1707
2478,1625
2478,1533
2474,1449
2454,1385
2422,1315
2352,1243
2312,1213
2274,1197
2226,1179
2160,1173
2102,1181
2042,1197
ID=Tetraclaenodon,
LM=47,
38,231
162,397
160,167
264,316
342,376
436,293
396,207
248,170
275,174
307,179
338,179
367,178
400,182
422,195
431,220
454,255
459,282
450,312
429,343
411,363
395,396
376,430
353,447
318,441
291,425
272,402
246,377
217,393
194,411
162,421
136,418
111,400
92,376
69,348
49,314
39,287
30,254
25,232
26,216
41,210
85,194
119,167
148,152
169,148
186,150
204,157
218,161
ID=Astigale,
LM=47,
64,237
188,95
214,265
290,166
404,95
456,180
410,284
236,309
264,305
298,308
333,316
359,323
392,325
426,311
448,289
463,261
480,232
486,196
480,158
469,127
452,91
436,61
410,52
387,63
349,85
316,91
284,83
260,69
231,51
207,40
182,43
164,57
144,71
120,93
98,112
84,127
72,146
65,169
58,191
44,215
32,239
42,255
58,266
78,271
110,293
146,309
196,318
ID=Carnilestes,
LM=47,
1966,926
2080,1134
2050,909
2174,1004
2328,1106
2370,954
2326,862
2153,826
2201,836
2236,836
2274,834
2317,837
2344,849
2368,882
2389,929
2398,970
2397,1021
2394,1066
2394,1113
2382,1145
2366,1169
2337,1176
2298,1174
2278,1164
2253,1157
2225,1164
2209,1173
2174,1192
2136,1202
2097,1202
2072,1185
2042,1166
2020,1141
2000,1108
1982,1084
1968,1058
1957,1032
1945,1000
1936,969
1930,944
1924,914
1930,884
1966,865
1994,850
2022,841
2057,829
2104,818
ID=Dysnoetodon,
LM=47,
127,64
265,151
130,190
212,238
249,296
174,350
104,306
81,214
79,238
79,268
79,294
91,316
106,333
118,354
132,372
153,378
179,376
195,365
213,356
231,346
249,336
263,324
269,308
268,290
265,273
257,255
250,232
253,209
273,198
297,182
311,169
321,150
317,125
303,101
285,80
265,60
248,46
226,33
200,24
179,24
141,28
113,40
97,60
85,94
85,126
86,155
84,180
ID=Prosarcodon,
LM=47,
126,957
155,1057
172,965
215,995
261,1017
291,953
254,930
175,892
194,899
214,891
236,887
256,892
274,900
293,908
302,918
312,936
319,954
320,973
314,989
301,1012
286,1041
273,1070
259,1087
246,1098
229,1103
212,1098
196,1093
176,1084
160,1092
141,1096
124,1092
107,1086
90,1076
76,1067
74,1050
74,1030
80,1010
85,995
91,979
84,961
76,942
79,919
88,904
105,888
126,883
137,883
152,884
ID=Linnania,
LM=47,
458,212
509,506
640,256
617,374
709,440
774,360
782,313
701,265
721,269
744,277
764,284
793,297
808,310
813,325
810,354
798,376
772,384
740,426
738,454
725,482
689,501
661,509
632,508
604,501
593,497
577,490
564,490
544,496
537,525
521,552
497,569
464,545
445,505
433,450
418,392
410,346
404,297
400,242
410,209
430,181
466,169
497,170
569,190
637,209
674,220
692,233
700,250
ID=Bemalambda,
LM=47,
37,234
76,67
99,231
160,130
210,106
266,202
228,268
117,303
143,299
167,298
190,297
213,291
231,289
256,275
271,253
278,233
287,200
289,166
293,130
290,99
285,70
262,57
246,52
235,48
217,49
195,50
171,41
142,30
122,28
97,28
77,36
62,51
45,71
39,89
33,112
33,134
33,158
34,176
30,194
27,212
18,232
18,252
23,269
33,281
50,286
69,295
86,300
ID=Palasiodon,
LM=47,
234,193
290,140
306,236
354,178
417,147
458,221
440,249
337,257
361,257
388,260
409,269
436,272
456,267
471,252
478,234
480,207
491,185
501,167
501,146
495,127
486,119
477,111
448,104
424,104
402,108
380,107
362,102
340,94
317,86
308,85
300,85
286,88
273,96
261,105
248,119
238,132
229,149
223,166
216,186
215,204
212,224
217,240
227,251
241,256
266,265
288,270
313,265
ID=Yuodon,
LM=47,
203,94
305,169
172,217
249,266
320,357
221,427
127,402
62,273
68,301
59,333
50,362
46,398
52,426
67,453
99,477
137,486
189,490
245,491
289,489
348,475
377,460
409,438
431,416
437,393
437,376
435,346
427,300
431,264
437,223
436,184
428,146
411,118
388,89
356,68
315,45
274,32
230,28
195,29
154,36
127,46
100,69
77,96
57,132
50,157
46,187
45,209
49,235
ID=Escribania,
LM=47,
2588,1540
2286,1530
2288,1700
2058,1550
1926,1524
1780,1574
1868,1644
2180,1742
2106,1746
2046,1732
1978,1716
1914,1708
1848,1698
1796,1688
1748,1674
1720,1642
1724,1594
1730,1530
1742,1472
1756,1420
1796,1384
1830,1350
1892,1346
1956,1352
2012,1368
2074,1380
2130,1386
2192,1384
2250,1370
2304,1348
2380,1350
2438,1368
2494,1404
2538,1434
2584,1476
2614,1514
2624,1534
2608,1582
2578,1640
2546,1680
2504,1706
2466,1724
2418,1738
2370,1742
2328,1756
2282,1756
2228,1752
ID=Dissacus,
LM=47,
44,104
103,250
129,86
202,182
286,270
326,158
286,102
176,65
204,74
236,72
262,67
296,69
322,80
344,100
356,129
367,158
367,193
362,225
362,253
360,288
355,313
344,330
324,340
293,336
263,322
238,314
210,295
184,312
155,324
124,333
104,328
81,308
66,286
57,266
50,246
44,223
36,188
36,164
32,134
32,111
39,92
56,77
76,66
100,56
123,56
138,59
147,59
ID=Benaius,
LM=47,
218,177
240,99
278,186
299,106
361,79
386,131
374,192
328,231
345,231
368,233
384,229
406,214
419,190
427,157
433,115
430,82
419,53
406,36
389,29
371,27
357,27
344,30
335,32
325,35
317,37
311,38
307,38
302,38
292,33
277,32
259,32
241,37
225,47
209,64
196,84
188,103
185,129
184,154
181,183
179,209
182,228
201,245
218,249
245,252
273,251
293,246
311,239
ID=Eosigale,
LM=47,
923,279
740,613
664,212
544,433
299,663
144,411
247,217
491,167
429,172
353,167
287,156
229,148
159,161
111,197
81,255
69,316
69,395
72,464
87,551
115,689
139,759
180,815
236,844
313,844
381,812
417,804
545,809
567,815
616,827
683,820
733,807
780,763
824,713
852,660
888,583
915,508
936,416
948,331
951,275
936,245
884,211
848,192
772,152
715,128
628,128
580,137
535,151
ID=Ursolestes,
LM=47,
498,259
623,385
652,207
756,312
861,411
920,273
861,161
705,95
771,95
829,97
881,113
917,143
940,165
957,201
969,248
977,292
971,345
968,384
951,427
916,457
887,469
856,471
825,467
807,461
791,459
773,463
752,475
735,485
705,493
661,500
617,496
589,484
556,448
523,411
501,376
477,329
464,287
463,247
465,208
492,165
519,136
544,113
580,99
607,99
632,99
659,99
681,96
ID=Paleoungulatum,
